algorithm,workers,dataset,n,wall_time_ns,speedup,efficiency,status
parallel_bubble_sort,4,"Int: Sorted (n=100,000)",100000,552548612,1.0,0.25,ok
parallel_bubble_sort,8,"Int: Sorted (n=100,000)",100000,385698621,1.433,0.179,ok
parallel_bubble_sort,16,"Int: Sorted (n=100,000)",100000,588882333,0.938,0.059,ok
parallel_bubble_sort,4,"Int: Sorted (n=10,000)",10000,278576718,1.0,0.25,ok
parallel_bubble_sort,8,"Int: Sorted (n=10,000)",10000,372738907,0.747,0.093,ok
parallel_bubble_sort,16,"Int: Sorted (n=10,000)",10000,258826937,1.076,0.067,ok
parallel_bubble_sort,4,"Int: Sorted (n=1,000)",1000,178548716,1.0,0.25,ok
parallel_bubble_sort,8,"Int: Sorted (n=1,000)",1000,199577015,0.895,0.112,ok
parallel_bubble_sort,16,"Int: Sorted (n=1,000)",1000,286504816,0.623,0.039,ok
parallel_bubble_sort,4,Int: Sorted (n=20),20,4950,1.0,0.25,ok
parallel_bubble_sort,8,Int: Sorted (n=20),20,5901,0.839,0.105,ok
parallel_bubble_sort,16,Int: Sorted (n=20),20,4950,1.0,0.062,ok
parallel_bubble_sort,4,"Str: Mixed Case (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,8,"Str: Mixed Case (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,16,"Str: Mixed Case (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,4,"Str: Mixed Case (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,8,"Str: Mixed Case (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,16,"Str: Mixed Case (n=100,000)",100000,40703315830,,,ok
parallel_bubble_sort,4,"Str: Mixed Case (n=10,000)",10000,2281258090,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Mixed Case (n=10,000)",10000,1552311163,1.47,0.184,ok
parallel_bubble_sort,16,"Str: Mixed Case (n=10,000)",10000,1097847998,2.078,0.13,ok
parallel_bubble_sort,4,"Str: Mixed Case (n=1,000)",1000,326251432,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Mixed Case (n=1,000)",1000,363925409,0.896,0.112,ok
parallel_bubble_sort,16,"Str: Mixed Case (n=1,000)",1000,280508658,1.163,0.073,ok
parallel_bubble_sort,4,Str: Mixed Case (n=20),20,27331,1.0,0.25,ok
parallel_bubble_sort,8,Str: Mixed Case (n=20),20,27362,0.999,0.125,ok
parallel_bubble_sort,16,Str: Mixed Case (n=20),20,25058,1.091,0.068,ok
parallel_bubble_sort,4,"Str: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,8,"Str: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,16,"Str: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,4,"Str: Nearly Sorted (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,8,"Str: Nearly Sorted (n=100,000)",100000,90790675340,,,ok
parallel_bubble_sort,16,"Str: Nearly Sorted (n=100,000)",100000,26067045493,,,ok
parallel_bubble_sort,4,"Str: Nearly Sorted (n=10,000)",10000,4694862548,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Nearly Sorted (n=10,000)",10000,1037661960,4.524,0.566,ok
parallel_bubble_sort,16,"Str: Nearly Sorted (n=10,000)",10000,593993042,7.904,0.494,ok
parallel_bubble_sort,4,"Str: Nearly Sorted (n=1,000)",1000,221116380,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Nearly Sorted (n=1,000)",1000,156591803,1.412,0.176,ok
parallel_bubble_sort,16,"Str: Nearly Sorted (n=1,000)",1000,523018632,0.423,0.026,ok
parallel_bubble_sort,4,Str: Nearly Sorted (n=20),20,20870,1.0,0.25,ok
parallel_bubble_sort,8,Str: Nearly Sorted (n=20),20,20468,1.02,0.128,ok
parallel_bubble_sort,16,Str: Nearly Sorted (n=20),20,20118,1.037,0.065,ok
parallel_bubble_sort,4,"Str: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,8,"Str: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,16,"Str: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,4,"Str: Random (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,8,"Str: Random (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,16,"Str: Random (n=100,000)",100000,52438605860,,,ok
parallel_bubble_sort,4,"Str: Random (n=10,000)",10000,7760009012,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Random (n=10,000)",10000,1063904953,7.294,0.912,ok
parallel_bubble_sort,16,"Str: Random (n=10,000)",10000,1744071775,4.449,0.278,ok
parallel_bubble_sort,4,"Str: Random (n=1,000)",1000,276419029,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Random (n=1,000)",1000,219746422,1.258,0.157,ok
parallel_bubble_sort,16,"Str: Random (n=1,000)",1000,274466473,1.007,0.063,ok
parallel_bubble_sort,4,Str: Random (n=20),20,26910,1.0,0.25,ok
parallel_bubble_sort,8,Str: Random (n=20),20,27863,0.966,0.121,ok
parallel_bubble_sort,16,Str: Random (n=20),20,79530,0.338,0.021,ok
parallel_bubble_sort,4,"Str: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,8,"Str: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,16,"Str: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,4,"Str: Reverse (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,8,"Str: Reverse (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,16,"Str: Reverse (n=100,000)",100000,55487745587,,,ok
parallel_bubble_sort,4,"Str: Reverse (n=10,000)",10000,6865966847,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Reverse (n=10,000)",10000,1979887139,3.468,0.433,ok
parallel_bubble_sort,16,"Str: Reverse (n=10,000)",10000,1103378933,6.223,0.389,ok
parallel_bubble_sort,4,"Str: Reverse (n=1,000)",1000,485588360,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Reverse (n=1,000)",1000,320379357,1.516,0.19,ok
parallel_bubble_sort,16,"Str: Reverse (n=1,000)",1000,360285711,1.348,0.084,ok
parallel_bubble_sort,4,Str: Reverse (n=20),20,30648,1.0,0.25,ok
parallel_bubble_sort,8,Str: Reverse (n=20),20,35056,0.874,0.109,ok
parallel_bubble_sort,16,Str: Reverse (n=20),20,32291,0.949,0.059,ok
parallel_bubble_sort,4,"Str: Sorted (n=1,000,000)",1000000,6111798732,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Sorted (n=1,000,000)",1000000,4790486994,1.276,0.16,ok
parallel_bubble_sort,16,"Str: Sorted (n=1,000,000)",1000000,4831320430,1.265,0.079,ok
parallel_bubble_sort,4,"Str: Sorted (n=100,000)",100000,793118685,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Sorted (n=100,000)",100000,699405195,1.134,0.142,ok
parallel_bubble_sort,16,"Str: Sorted (n=100,000)",100000,619252259,1.281,0.08,ok
parallel_bubble_sort,4,"Str: Sorted (n=10,000)",10000,210163178,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Sorted (n=10,000)",10000,229562655,0.915,0.114,ok
parallel_bubble_sort,16,"Str: Sorted (n=10,000)",10000,691289205,0.304,0.019,ok
parallel_bubble_sort,4,"Str: Sorted (n=1,000)",1000,156224881,1.0,0.25,ok
parallel_bubble_sort,8,"Str: Sorted (n=1,000)",1000,191448731,0.816,0.102,ok
parallel_bubble_sort,16,"Str: Sorted (n=1,000)",1000,284248803,0.55,0.034,ok
parallel_bubble_sort,4,Str: Sorted (n=20),20,5260,1.0,0.25,ok
parallel_bubble_sort,8,Str: Sorted (n=20),20,5550,0.948,0.118,ok
parallel_bubble_sort,16,Str: Sorted (n=20),20,7163,0.734,0.046,ok
parallel_bubble_sort,4,"Tuple: Dup Scores (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,8,"Tuple: Dup Scores (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,16,"Tuple: Dup Scores (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,4,"Tuple: Dup Scores (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,8,"Tuple: Dup Scores (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,16,"Tuple: Dup Scores (n=100,000)",100000,64784041615,,,ok
parallel_bubble_sort,4,"Tuple: Dup Scores (n=10,000)",10000,8406812336,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Dup Scores (n=10,000)",10000,3173555605,2.649,0.331,ok
parallel_bubble_sort,16,"Tuple: Dup Scores (n=10,000)",10000,1605623341,5.236,0.327,ok
parallel_bubble_sort,4,"Tuple: Dup Scores (n=1,000)",1000,197878849,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Dup Scores (n=1,000)",1000,473362812,0.418,0.052,ok
parallel_bubble_sort,16,"Tuple: Dup Scores (n=1,000)",1000,448626025,0.441,0.028,ok
parallel_bubble_sort,4,Tuple: Dup Scores (n=20),20,27331,1.0,0.25,ok
parallel_bubble_sort,8,Tuple: Dup Scores (n=20),20,25888,1.056,0.132,ok
parallel_bubble_sort,16,Tuple: Dup Scores (n=20),20,29907,0.914,0.057,ok
parallel_bubble_sort,4,"Tuple: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,8,"Tuple: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,16,"Tuple: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,4,"Tuple: Nearly Sorted (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,8,"Tuple: Nearly Sorted (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,16,"Tuple: Nearly Sorted (n=100,000)",100000,45238238943,,,ok
parallel_bubble_sort,4,"Tuple: Nearly Sorted (n=10,000)",10000,9893616433,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Nearly Sorted (n=10,000)",10000,3724333834,2.656,0.332,ok
parallel_bubble_sort,16,"Tuple: Nearly Sorted (n=10,000)",10000,609715933,16.227,1.014,ok
parallel_bubble_sort,4,"Tuple: Nearly Sorted (n=1,000)",1000,208561932,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Nearly Sorted (n=1,000)",1000,272429463,0.766,0.096,ok
parallel_bubble_sort,16,"Tuple: Nearly Sorted (n=1,000)",1000,557553508,0.374,0.023,ok
parallel_bubble_sort,4,Tuple: Nearly Sorted (n=20),20,22011,1.0,0.25,ok
parallel_bubble_sort,8,Tuple: Nearly Sorted (n=20),20,22141,0.994,0.124,ok
parallel_bubble_sort,16,Tuple: Nearly Sorted (n=20),20,24646,0.893,0.056,ok
parallel_bubble_sort,4,"Tuple: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,8,"Tuple: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,16,"Tuple: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,4,"Tuple: Random (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,8,"Tuple: Random (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,16,"Tuple: Random (n=100,000)",100000,64549644204,,,ok
parallel_bubble_sort,4,"Tuple: Random (n=10,000)",10000,8919851532,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Random (n=10,000)",10000,3345194173,2.666,0.333,ok
parallel_bubble_sort,16,"Tuple: Random (n=10,000)",10000,1545564365,5.771,0.361,ok
parallel_bubble_sort,4,"Tuple: Random (n=1,000)",1000,370189547,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Random (n=1,000)",1000,587400480,0.63,0.079,ok
parallel_bubble_sort,16,"Tuple: Random (n=1,000)",1000,609594678,0.607,0.038,ok
parallel_bubble_sort,4,Tuple: Random (n=20),20,31319,1.0,0.25,ok
parallel_bubble_sort,8,Tuple: Random (n=20),20,55057806,0.001,0.0,ok
parallel_bubble_sort,16,Tuple: Random (n=20),20,28163,1.112,0.07,ok
parallel_bubble_sort,4,"Tuple: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,8,"Tuple: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,16,"Tuple: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_bubble_sort,4,"Tuple: Reverse (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,8,"Tuple: Reverse (n=100,000)",100000,,,,TIMEOUT
parallel_bubble_sort,16,"Tuple: Reverse (n=100,000)",100000,71031710685,,,ok
parallel_bubble_sort,4,"Tuple: Reverse (n=10,000)",10000,11865392291,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Reverse (n=10,000)",10000,4064953455,2.919,0.365,ok
parallel_bubble_sort,16,"Tuple: Reverse (n=10,000)",10000,2713771748,4.372,0.273,ok
parallel_bubble_sort,4,"Tuple: Reverse (n=1,000)",1000,346965576,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Reverse (n=1,000)",1000,414399084,0.837,0.105,ok
parallel_bubble_sort,16,"Tuple: Reverse (n=1,000)",1000,528243308,0.657,0.041,ok
parallel_bubble_sort,4,Tuple: Reverse (n=20),20,32601,1.0,0.25,ok
parallel_bubble_sort,8,Tuple: Reverse (n=20),20,34635,0.941,0.118,ok
parallel_bubble_sort,16,Tuple: Reverse (n=20),20,32822,0.993,0.062,ok
parallel_bubble_sort,4,"Tuple: Sorted (n=1,000,000)",1000000,21102409148,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Sorted (n=1,000,000)",1000000,14817253907,1.424,0.178,ok
parallel_bubble_sort,16,"Tuple: Sorted (n=1,000,000)",1000000,18680531133,1.13,0.071,ok
parallel_bubble_sort,4,"Tuple: Sorted (n=100,000)",100000,805036761,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Sorted (n=100,000)",100000,1525399232,0.528,0.066,ok
parallel_bubble_sort,16,"Tuple: Sorted (n=100,000)",100000,1528822272,0.527,0.033,ok
parallel_bubble_sort,4,"Tuple: Sorted (n=10,000)",10000,713757878,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Sorted (n=10,000)",10000,730779887,0.977,0.122,ok
parallel_bubble_sort,16,"Tuple: Sorted (n=10,000)",10000,700699198,1.019,0.064,ok
parallel_bubble_sort,4,"Tuple: Sorted (n=1,000)",1000,301924434,1.0,0.25,ok
parallel_bubble_sort,8,"Tuple: Sorted (n=1,000)",1000,265353958,1.138,0.142,ok
parallel_bubble_sort,16,"Tuple: Sorted (n=1,000)",1000,466431424,0.647,0.04,ok
parallel_bubble_sort,4,Tuple: Sorted (n=20),20,18726,1.0,0.25,ok
parallel_bubble_sort,8,Tuple: Sorted (n=20),20,7905,2.369,0.296,ok
parallel_bubble_sort,16,Tuple: Sorted (n=20),20,7173,2.611,0.163,ok
parallel_insertion_sort,4,"Int: Duplicates (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Int: Duplicates (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Int: Duplicates (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,4,"Int: Duplicates (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,8,"Int: Duplicates (n=100,000)",100000,77767521670,,,ok
parallel_insertion_sort,16,"Int: Duplicates (n=100,000)",100000,22811378879,,,ok
parallel_insertion_sort,4,"Int: Duplicates (n=10,000)",10000,3369632496,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Duplicates (n=10,000)",10000,2558569906,1.317,0.165,ok
parallel_insertion_sort,16,"Int: Duplicates (n=10,000)",10000,790721138,4.261,0.266,ok
parallel_insertion_sort,4,"Int: Duplicates (n=1,000)",1000,387703909,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Duplicates (n=1,000)",1000,309912373,1.251,0.156,ok
parallel_insertion_sort,16,"Int: Duplicates (n=1,000)",1000,478157210,0.811,0.051,ok
parallel_insertion_sort,4,Int: Duplicates (n=20),20,14247,1.0,0.25,ok
parallel_insertion_sort,8,Int: Duplicates (n=20),20,14587,0.977,0.122,ok
parallel_insertion_sort,16,Int: Duplicates (n=20),20,14087,1.011,0.063,ok
parallel_insertion_sort,4,"Int: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Int: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Int: Nearly Sorted (n=1,000,000)",1000000,97700652847,,,ok
parallel_insertion_sort,4,"Int: Nearly Sorted (n=100,000)",100000,13259471475,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Nearly Sorted (n=100,000)",100000,6002607720,2.209,0.276,ok
parallel_insertion_sort,16,"Int: Nearly Sorted (n=100,000)",100000,3019531905,4.391,0.274,ok
parallel_insertion_sort,4,"Int: Nearly Sorted (n=10,000)",10000,183845685,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Nearly Sorted (n=10,000)",10000,384061374,0.479,0.06,ok
parallel_insertion_sort,16,"Int: Nearly Sorted (n=10,000)",10000,519579746,0.354,0.022,ok
parallel_insertion_sort,4,"Int: Nearly Sorted (n=1,000)",1000,207831532,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Nearly Sorted (n=1,000)",1000,392234390,0.53,0.066,ok
parallel_insertion_sort,16,"Int: Nearly Sorted (n=1,000)",1000,621446482,0.334,0.021,ok
parallel_insertion_sort,4,Int: Nearly Sorted (n=20),20,9828,1.0,0.25,ok
parallel_insertion_sort,8,Int: Nearly Sorted (n=20),20,9127,1.077,0.135,ok
parallel_insertion_sort,16,Int: Nearly Sorted (n=20),20,9778,1.005,0.063,ok
parallel_insertion_sort,4,"Int: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Int: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Int: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,4,"Int: Random (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,8,"Int: Random (n=100,000)",100000,106972216901,,,ok
parallel_insertion_sort,16,"Int: Random (n=100,000)",100000,25607817275,,,ok
parallel_insertion_sort,4,"Int: Random (n=10,000)",10000,5423713137,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Random (n=10,000)",10000,1896512469,2.86,0.357,ok
parallel_insertion_sort,16,"Int: Random (n=10,000)",10000,807065512,6.72,0.42,ok
parallel_insertion_sort,4,"Int: Random (n=1,000)",1000,249803603,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Random (n=1,000)",1000,183654336,1.36,0.17,ok
parallel_insertion_sort,16,"Int: Random (n=1,000)",1000,448394808,0.557,0.035,ok
parallel_insertion_sort,4,Int: Random (n=20),20,15850,1.0,0.25,ok
parallel_insertion_sort,8,Int: Random (n=20),20,13325,1.189,0.149,ok
parallel_insertion_sort,16,Int: Random (n=20),20,16682,0.95,0.059,ok
parallel_insertion_sort,4,"Int: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Int: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Int: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,4,"Int: Reverse (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,8,"Int: Reverse (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,16,"Int: Reverse (n=100,000)",100000,42161142965,,,ok
parallel_insertion_sort,4,"Int: Reverse (n=10,000)",10000,7761423613,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Reverse (n=10,000)",10000,2035334517,3.813,0.477,ok
parallel_insertion_sort,16,"Int: Reverse (n=10,000)",10000,1132990951,6.85,0.428,ok
parallel_insertion_sort,4,"Int: Reverse (n=1,000)",1000,1017016192,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Reverse (n=1,000)",1000,305815212,3.326,0.416,ok
parallel_insertion_sort,16,"Int: Reverse (n=1,000)",1000,736615360,1.381,0.086,ok
parallel_insertion_sort,4,Int: Reverse (n=20),20,21911,1.0,0.25,ok
parallel_insertion_sort,8,Int: Reverse (n=20),20,19496,1.124,0.141,ok
parallel_insertion_sort,16,Int: Reverse (n=20),20,20399,1.074,0.067,ok
parallel_insertion_sort,4,"Int: Sorted (n=1,000,000)",1000000,6963988732,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Sorted (n=1,000,000)",1000000,6921061207,1.006,0.126,ok
parallel_insertion_sort,16,"Int: Sorted (n=1,000,000)",1000000,9691933445,0.719,0.045,ok
parallel_insertion_sort,4,"Int: Sorted (n=100,000)",100000,493079371,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Sorted (n=100,000)",100000,1896773516,0.26,0.033,ok
parallel_insertion_sort,16,"Int: Sorted (n=100,000)",100000,656757073,0.751,0.047,ok
parallel_insertion_sort,4,"Int: Sorted (n=10,000)",10000,264953558,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Sorted (n=10,000)",10000,360346486,0.735,0.092,ok
parallel_insertion_sort,16,"Int: Sorted (n=10,000)",10000,522309792,0.507,0.032,ok
parallel_insertion_sort,4,"Int: Sorted (n=1,000)",1000,187831789,1.0,0.25,ok
parallel_insertion_sort,8,"Int: Sorted (n=1,000)",1000,853952563,0.22,0.028,ok
parallel_insertion_sort,16,"Int: Sorted (n=1,000)",1000,395213462,0.475,0.03,ok
parallel_insertion_sort,4,Int: Sorted (n=20),20,6312,1.0,0.25,ok
parallel_insertion_sort,8,Int: Sorted (n=20),20,7003,0.901,0.113,ok
parallel_insertion_sort,16,Int: Sorted (n=20),20,7284,0.867,0.054,ok
parallel_insertion_sort,4,"Str: Mixed Case (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Str: Mixed Case (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Str: Mixed Case (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,4,"Str: Mixed Case (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,8,"Str: Mixed Case (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,16,"Str: Mixed Case (n=100,000)",100000,34516735671,,,ok
parallel_insertion_sort,4,"Str: Mixed Case (n=10,000)",10000,6120706200,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Mixed Case (n=10,000)",10000,1768106627,3.462,0.433,ok
parallel_insertion_sort,16,"Str: Mixed Case (n=10,000)",10000,897772567,6.818,0.426,ok
parallel_insertion_sort,4,"Str: Mixed Case (n=1,000)",1000,252251254,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Mixed Case (n=1,000)",1000,584289470,0.432,0.054,ok
parallel_insertion_sort,16,"Str: Mixed Case (n=1,000)",1000,292105702,0.864,0.054,ok
parallel_insertion_sort,4,Str: Mixed Case (n=20),20,15189,1.0,0.25,ok
parallel_insertion_sort,8,Str: Mixed Case (n=20),20,23936,0.635,0.079,ok
parallel_insertion_sort,16,Str: Mixed Case (n=20),20,15709,0.967,0.06,ok
parallel_insertion_sort,4,"Str: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Str: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Str: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,4,"Str: Nearly Sorted (n=100,000)",100000,13448281989,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Nearly Sorted (n=100,000)",100000,6937805864,1.938,0.242,ok
parallel_insertion_sort,16,"Str: Nearly Sorted (n=100,000)",100000,4355150301,3.088,0.193,ok
parallel_insertion_sort,4,"Str: Nearly Sorted (n=10,000)",10000,1755420716,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Nearly Sorted (n=10,000)",10000,310972373,5.645,0.706,ok
parallel_insertion_sort,16,"Str: Nearly Sorted (n=10,000)",10000,825181928,2.127,0.133,ok
parallel_insertion_sort,4,"Str: Nearly Sorted (n=1,000)",1000,183107040,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Nearly Sorted (n=1,000)",1000,621936192,0.294,0.037,ok
parallel_insertion_sort,16,"Str: Nearly Sorted (n=1,000)",1000,243439728,0.752,0.047,ok
parallel_insertion_sort,4,Str: Nearly Sorted (n=20),20,10499,1.0,0.25,ok
parallel_insertion_sort,8,Str: Nearly Sorted (n=20),20,10620,0.989,0.124,ok
parallel_insertion_sort,16,Str: Nearly Sorted (n=20),20,9067,1.158,0.072,ok
parallel_insertion_sort,4,"Str: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Str: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Str: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,4,"Str: Random (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,8,"Str: Random (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,16,"Str: Random (n=100,000)",100000,37875163351,,,ok
parallel_insertion_sort,4,"Str: Random (n=10,000)",10000,4162691680,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Random (n=10,000)",10000,1548931069,2.687,0.336,ok
parallel_insertion_sort,16,"Str: Random (n=10,000)",10000,1182914022,3.519,0.22,ok
parallel_insertion_sort,4,"Str: Random (n=1,000)",1000,2049927032,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Random (n=1,000)",1000,458048628,4.475,0.559,ok
parallel_insertion_sort,16,"Str: Random (n=1,000)",1000,537064998,3.817,0.239,ok
parallel_insertion_sort,4,Str: Random (n=20),20,16651,1.0,0.25,ok
parallel_insertion_sort,8,Str: Random (n=20),20,14828,1.123,0.14,ok
parallel_insertion_sort,16,Str: Random (n=20),20,17563,0.948,0.059,ok
parallel_insertion_sort,4,"Str: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Str: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Str: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,4,"Str: Reverse (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,8,"Str: Reverse (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,16,"Str: Reverse (n=100,000)",100000,64529801918,,,ok
parallel_insertion_sort,4,"Str: Reverse (n=10,000)",10000,10362435031,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Reverse (n=10,000)",10000,1720504607,6.023,0.753,ok
parallel_insertion_sort,16,"Str: Reverse (n=10,000)",10000,2273835301,4.557,0.285,ok
parallel_insertion_sort,4,"Str: Reverse (n=1,000)",1000,439704627,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Reverse (n=1,000)",1000,349667279,1.257,0.157,ok
parallel_insertion_sort,16,"Str: Reverse (n=1,000)",1000,551672167,0.797,0.05,ok
parallel_insertion_sort,4,Str: Reverse (n=20),20,23143,1.0,0.25,ok
parallel_insertion_sort,8,Str: Reverse (n=20),20,22873,1.012,0.127,ok
parallel_insertion_sort,16,Str: Reverse (n=20),20,21641,1.069,0.067,ok
parallel_insertion_sort,4,"Str: Sorted (n=1,000,000)",1000000,10943674882,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Sorted (n=1,000,000)",1000000,6033378455,1.814,0.227,ok
